,Palabras,Who_palabras,Who,Why_palabras,Why,Where_palabras,Where,When_palabras,When,What_palabras,What,How_palabras,How,Whom_palabras,Whom
1499,good,whom,0.5293275117874146,understands,0.4930369555950165,in,0.4139898121356964,then,0.4132530391216278,understands,0.5336441397666931,whom,0.5293275117874146,who,0.5524656772613525
1500,goods,whom,0.46692386269569397,appear,0.4739518165588379,elsewhere,0.5045723915100098,suddenly,0.5094909071922302,exactly,0.5051583051681519,whom,0.46692386269569397,who,0.4406241178512573
1501,got,champion_Hilary_Lunke,0.4338519275188446,Masters,0.4521271586418152,Masters,0.4047909379005432,PGA_Championship,0.4300597608089447,Masters,0.48162442445755005,champion_Hilary_Lunke,0.4338519275188446,champion_Hilary_Lunke,0.39739829301834106
1502,government,Democrats,0.5606223344802856,Democrats,0.6600242853164673,Democrats,0.5810430645942688,Democrats,0.586381196975708,Democrats,0.6937830448150635,Democrats,0.5606223344802856,Democrats,0.5686218738555908
1503,governments,British,0.4900631308555603,UK,0.5342522859573364,United_Kingdom,0.5127255320549011,UK,0.4672730565071106,British,0.5388584136962891,British,0.4900631308555603,British,0.4753466248512268
1504,governor,featured,0.4129374027252197,features,0.4788583517074585,featured,0.43141865730285645,later,0.377167671918869,com_Analyst_Blog,0.46169134974479675,featured,0.4129374027252197,features,0.40942251682281494
1505,grade,walks,0.5049195885658264,walking,0.49010083079338074,walking,0.47545164823532104,walking,0.4756091237068176,walking,0.5270402431488037,walks,0.5049195885658264,who,0.48243582248687744
1506,graduate,breaking,0.44971516728401184,breaking,0.46048152446746826,breaking,0.4532203674316406,breaking,0.4738655686378479,breaking,0.5489148497581482,breaking,0.44971516728401184,broken,0.4042758345603943
1507,grant,whom,0.4801498055458069,variables,0.4537663459777832,variables,0.4110947847366333,subsequently,0.43633607029914856,variables,0.5258854031562805,whom,0.4801498055458069,who,0.4073210060596466
1508,granted,battles,0.4966282546520233,battles,0.4988623559474945,battles,0.5068429112434387,battles,0.4834849238395691,battles,0.5665042400360107,battles,0.4966282546520233,battles,0.4702010154724121
1509,great,whom,0.41676637530326843,develop,0.4959428608417511,develop,0.4549359381198883,develop,0.40059909224510193,develop,0.4954480826854706,whom,0.41676637530326843,develop,0.38928458094596863
1510,greater,threats,0.48300057649612427,threats,0.5249918699264526,threats,0.5025610327720642,threats,0.5083773136138916,threats,0.5939163565635681,threats,0.48300057649612427,threats,0.4870452582836151
1511,greatest,whom,0.4419223666191101,globally,0.5260723829269409,globally,0.5096260905265808,globally,0.4736626446247101,globally,0.5531750321388245,whom,0.4419223666191101,###countries,0.44848382472991943
1512,green,Jan.,0.5935603380203247,Jan.,0.6760057806968689,Jan.,0.639482319355011,Jan.,0.6858920454978943,Jan.,0.7326052188873291,Jan.,0.5935603380203247,Jan.,0.570239782333374
1513,grew,penned,0.4618619382381439,penned,0.48288440704345703,Written,0.38795292377471924,Written,0.42274585366249084,write,0.5048602223396301,penned,0.4618619382381439,penned,0.46522998809814453
1514,ground,holiday,0.45283544063568115,holiday,0.5501470565795898,Christmas_Eve,0.48914408683776855,holiday,0.5290772914886475,holiday,0.5649399757385254,holiday,0.45283544063568115,holiday,0.43223053216934204
1515,group,whom,0.4538276195526123,commited,0.548858106136322,committing,0.42346373200416565,committing,0.464066743850708,commited,0.5287911891937256,whom,0.4538276195526123,commited,0.40993732213974
1516,groups,whom,0.36874496936798096,deport_Qatanani,0.41906172037124634,in,0.39967235922813416,red,0.42670994997024536,red,0.42606228590011597,whom,0.36874496936798096,who,0.38904815912246704
1517,grow,whom,0.46359652280807495,agenices,0.47605055570602417,Agencies,0.41759687662124634,agency,0.40657609701156616,Agencies,0.507591724395752,whom,0.46359652280807495,Agencies,0.43624502420425415
1518,growing,improving,0.45135989785194397,vastly_improved,0.48060789704322815,improve,0.4845484793186188,vastly_improved,0.46581870317459106,vastly_improved,0.5605053901672363,improving,0.45135989785194397,improving,0.41425883769989014
1519,grown,Traditional,0.4302717447280884,Traditional,0.4725865125656128,Traditional,0.4601566195487976,Traditional,0.42100629210472107,Traditional,0.4999445080757141,Traditional,0.4302717447280884,Traditional,0.4396533966064453
1520,growth,##.##,0.48088204860687256,##.##,0.5307942032814026,##.##,0.4912802577018738,##.##,0.48771464824676514,##.##,0.5539439916610718,##.##,0.48088204860687256,##.##,0.4672807455062866
1521,guard,whom,0.4321161210536957,reasonable,0.3658811151981354,in,0.40768736600875854,before,0.36099135875701904,reasonable,0.45564013719558716,whom,0.4321161210536957,who,0.41646328568458557
1522,guess,porous_border,0.42482990026474,porous_border,0.5271769762039185,borders,0.47046759724617004,porous_border,0.4204922914505005,borders,0.542568564414978,porous_border,0.42482990026474,porous_border,0.449490487575531
1523,guilty,Roughly,0.580235481262207,Nearly,0.5388398766517639,Roughly,0.5826007127761841,Nearly,0.568628191947937,Roughly,0.5674023628234863,Roughly,0.580235481262207,Nearly,0.5972933769226074
1524,gun,AFP,0.5178942680358887,AFP,0.5255715847015381,AFP,0.45454907417297363,AFP,0.4866795539855957,AFP,0.5628541111946106,AFP,0.5178942680358887,AFP,0.4713766276836395
1525,guy,concerns,0.48528337478637695,concerns,0.5776809453964233,concerns,0.48563092947006226,concerns,0.5142011642456055,concerns,0.5757603645324707,concerns,0.48528337478637695,concerns,0.46100184321403503
1526,guys,whom,0.3858797550201416,record,0.3972131013870239,in,0.43305492401123047,before,0.46410661935806274,record,0.40448445081710815,whom,0.3858797550201416,who,0.3669750690460205
1527,had,allowed,0.44791513681411743,allow,0.5561892986297607,enabling,0.500478982925415,forcing,0.4578448235988617,enabling,0.5154913067817688,allowed,0.44791513681411743,enabling,0.4470154643058777
1528,half,capacities,0.45383220911026,capacities,0.4608410596847534,capactiy,0.4652610719203949,capactiy,0.4308622479438782,capacities,0.4917459487915039,capacities,0.45383220911026,capacities,0.4704762101173401
1529,hand,placing,0.4640824496746063,put,0.5290430188179016,placing,0.4720798432826996,put,0.46882832050323486,put,0.5796465873718262,placing,0.4640824496746063,placing,0.46621865034103394
1530,handed,appeared,0.42214059829711914,apparently,0.4713304936885834,in,0.4480372965335846,appeared,0.4627804756164551,seems,0.47469520568847656,appeared,0.42214059829711914,presumed,0.41964781284332275
1531,handle,tales,0.48313602805137634,tales,0.4949600100517273,tales,0.4711366891860962,tales,0.481708288192749,tales,0.5359095335006714,tales,0.48313602805137634,tales,0.49756547808647156
1532,hands,whom,0.4366722106933594,growing,0.5017242431640625,growing,0.46511244773864746,burgeon,0.4322372078895569,growing,0.5055359601974487,whom,0.4366722106933594,grown,0.43665117025375366
1533,happen,whom,0.3985042870044708,uniquely,0.43696993589401245,distinct,0.43016552925109863,distinct,0.3981899619102478,distinctive,0.4640011787414551,whom,0.3985042870044708,uniquely,0.38111716508865356
1534,happened,whom,0.47431719303131104,favorites,0.5014081001281738,favorites,0.44654297828674316,favorites,0.43340468406677246,favorites,0.4933685064315796,whom,0.47431719303131104,favorites,0.45925867557525635
1535,happening,whom,0.4653952121734619,lovely,0.4609887897968292,lovely,0.43129777908325195,then,0.46229854226112366,good,0.5210188031196594,whom,0.4653952121734619,who,0.4914369583129883
1536,happens,whom,0.4918716847896576,Yesterday,0.4540248215198517,As,0.43433961272239685,When,0.535653293132782,As,0.47351402044296265,whom,0.4918716847896576,As,0.45484083890914917
1537,happy,vicepresident,0.5030131340026855,VP,0.5981429815292358,vp,0.5028507113456726,vp,0.4746149778366089,VP,0.5871922969818115,vicepresident,0.5030131340026855,VP,0.4954093098640442
1538,hard,whom,0.46103277802467346,measures,0.4169488251209259,in,0.40808773040771484,subsequently,0.3888466954231262,measures,0.4254878759384155,whom,0.46103277802467346,who,0.43604689836502075
1539,has,heated_debate,0.4708956182003021,heated_debate,0.5614485740661621,heated_debate,0.5010600090026855,heated_debate,0.5096069574356079,heated_debate,0.6003598570823669,heated_debate,0.4708956182003021,heated_debate,0.46269965171813965
1540,have,whom,0.450364887714386,directly,0.45651233196258545,directly,0.46899160742759705,indirect,0.4492585062980652,indirect,0.4963330626487732,whom,0.450364887714386,indirect,0.484296977519989
1541,having,whom,0.41170749068260193,stop,0.4698469042778015,nearby,0.4648742973804474,after,0.524059534072876,stop,0.5051479339599609,whom,0.41170749068260193,who,0.40126559138298035
1542,he,benchmark_Ibovespa_stock,0.42228251695632935,Index,0.5225361585617065,benchmark_Ibovespa_stock,0.46094459295272827,benchmark_Ibovespa_stock,0.4941224157810211,Index,0.5453823208808899,benchmark_Ibovespa_stock,0.42228251695632935,benchmark_Ibovespa_stock,0.425561785697937
1543,head,drug,0.5846033096313477,drug,0.6001647710800171,drug,0.564689576625824,drug,0.5678606033325195,drug,0.6347663402557373,drug,0.5846033096313477,drug,0.5532206296920776
1544,headed,tying,0.4474901556968689,tying,0.45846664905548096,in,0.42606914043426514,tying,0.48113110661506653,tying,0.5090154409408569,tying,0.4474901556968689,who,0.424237459897995
1545,heading,surging,0.4627533555030823,soaring,0.5735430121421814,soaring,0.4813656806945801,surging,0.5288000702857971,soaring,0.5877236127853394,surging,0.4627533555030823,soaring,0.45000529289245605
1546,headquarters,risk,0.46106570959091187,risk,0.5257962346076965,risk,0.4724215865135193,risk,0.48464691638946533,risk,0.5067306756973267,risk,0.46106570959091187,risk,0.4341185688972473
1547,heads,Leage,0.4405819773674011,Leauge,0.5064600706100464,Leage,0.4374302923679352,Leauge,0.4216397702693939,Leage,0.5024749040603638,Leage,0.4405819773674011,Leaguers,0.4400987923145294
1548,health,Though,0.5092011094093323,despite,0.5858376026153564,Notwithstanding,0.5027027130126953,despite,0.5438035130500793,While,0.5647660493850708,Though,0.5092011094093323,Though,0.5338534116744995
1549,health_care,late,0.4477786123752594,late,0.4519510269165039,in,0.5009298324584961,late,0.5802488923072815,early,0.5182364583015442,late,0.4477786123752594,late,0.42476099729537964
1550,healthy,arriving,0.5135961771011353,arriving,0.512404203414917,arriving,0.5888558626174927,arriving,0.558114767074585,arriving,0.5971652865409851,arriving,0.5135961771011353,departed,0.510422945022583
1551,hear,whom,0.455018550157547,communties,0.5064537525177002,communties,0.507276713848114,communties,0.4181837737560272,community,0.5261701345443726,whom,0.455018550157547,families,0.43293362855911255
1552,heard,Meantime,0.5630015134811401,Meantime,0.6086760759353638,Subsequently,0.5647087693214417,Subsequently,0.6286745667457581,Meantime,0.6503734588623047,Meantime,0.5630015134811401,Meantime,0.5757404565811157
1553,hearing,decreasing,0.4451938271522522,decreasing,0.5610641241073608,decreasing,0.5052894353866577,decreasing,0.5267868041992188,decreasing,0.5849761366844177,decreasing,0.4451938271522522,increased,0.44847193360328674
1554,heart,presenting,0.41943466663360596,presenting,0.5241552591323853,presenting,0.47718197107315063,presenting,0.4769861102104187,presenting,0.5361082553863525,presenting,0.41943466663360596,presenting,0.41206997632980347
1555,heat,whose,0.5825011730194092,His,0.5916887521743774,His,0.5750753283500671,His,0.5848698616027832,His,0.63771653175354,whose,0.5825011730194092,His,0.5768648386001587
1556,heavy,old,0.5228697657585144,girl,0.5542452335357666,girl,0.5342937707901001,girl,0.5362377166748047,girl,0.6023203134536743,old,0.5228697657585144,girl,0.5016424655914307
1557,held,court,0.504133939743042,court,0.5272512435913086,Courts,0.48943936824798584,court,0.5250403881072998,court,0.5628808736801147,court,0.504133939743042,Courts,0.4477654695510864
1558,help,standards,0.42193111777305603,standards,0.4957549571990967,standards,0.4577697515487671,standards,0.4489399194717407,standards,0.5393179655075073,standards,0.42193111777305603,standards,0.42209428548812866
1559,helped,preventing,0.4439818263053894,preventing,0.48958149552345276,preventing,0.42370322346687317,after,0.4999014139175415,preventing,0.5248808860778809,preventing,0.4439818263053894,who,0.3991820216178894
1560,helping,whom,0.4165731966495514,missions,0.47068747878074646,missions,0.44289761781692505,subsequently,0.408317506313324,missions,0.5139090418815613,whom,0.4165731966495514,missions,0.409201979637146
1561,helps,whom,0.4243113398551941,deeper,0.5525323152542114,deeper,0.5154252648353577,deeper,0.491793155670166,deeper,0.6023082137107849,whom,0.4243113398551941,who,0.4233485162258148
1562,her,chief,0.45174530148506165,Cheif,0.4624863266944885,chief,0.38744625449180603,chief,0.43610501289367676,Cheif,0.4942437410354614,chief,0.45174530148506165,chief,0.4101560711860657
1563,here,whom,0.4875567555427551,phrase,0.3867419958114624,in,0.3585212528705597,whereupon,0.37782907485961914,words,0.471285879611969,whom,0.4875567555427551,who,0.4318932890892029
1564,herself,indentified,0.5438119769096375,indentified,0.6224029064178467,indentified,0.5484694242477417,indentified,0.47579944133758545,indentified,0.5802278518676758,indentified,0.5438119769096375,indentified,0.5577191710472107
1565,high,pulling,0.45990341901779175,pulling,0.544254720211029,pulling,0.45582154393196106,pulling,0.5153226852416992,pulling,0.5904490947723389,pulling,0.45990341901779175,pulling,0.42197826504707336
1566,higher,Ryan_Hamme,0.4994308054447174,seventh_inning,0.6120773553848267,seventh_inning,0.5267098546028137,seventh_inning,0.5754266381263733,seventh_inning,0.6391336917877197,Ryan_Hamme,0.4994308054447174,seventh_inning,0.4642174243927002
1567,highest,whom,0.47304749488830566,discrepancy,0.5120906829833984,in,0.41381901502609253,before,0.3898659348487854,discrepancy,0.48739174008369446,whom,0.47304749488830566,who,0.4550989866256714
1568,highly,whom,0.47473934292793274,trio,0.4038017690181732,in,0.39263904094696045,subsequently,0.41770827770233154,trio,0.43166980147361755,whom,0.47473934292793274,who,0.4668000340461731
1569,him,suffering,0.5306016206741333,sufferred,0.517235517501831,suffering,0.4655555486679077,after,0.49239498376846313,suffering,0.5568364858627319,suffering,0.5306016206741333,suffering,0.48672187328338623
1570,himself,whom,0.39845550060272217,ideal,0.47000372409820557,ideal,0.45985424518585205,first,0.40304502844810486,ideal,0.4777810573577881,whom,0.39845550060272217,ideal,0.4229254722595215
1571,hired,whom,0.4250965118408203,ad_vanced,0.4143116772174835,in,0.40810176730155945,early,0.40109729766845703,ad_vanced,0.4163927435874939,whom,0.4250965118408203,advancing,0.35588881373405457
1572,his,whom,0.4297099709510803,ready,0.43818724155426025,ready,0.42869195342063904,ready,0.45952990651130676,ready,0.5007068514823914,whom,0.4297099709510803,who,0.39468908309936523
1573,historic,whom,0.45296674966812134,sufficiently,0.5080986022949219,sufficiently,0.4230893850326538,subsequently,0.4945197105407715,adequately,0.5050008296966553,whom,0.45296674966812134,Fully,0.4318721890449524
1574,history,whom,0.4259481132030487,Blood,0.435078889131546,Blood,0.41643714904785156,subsequently,0.4027940630912781,Blood,0.45362672209739685,whom,0.4259481132030487,who,0.4358687698841095
1575,hit,Signs,0.4290001690387726,Signs,0.4999295771121979,Signs,0.4669862687587738,Signs,0.45075470209121704,Signs,0.5011723637580872,Signs,0.4290001690387726,Signs,0.44003620743751526
1576,hits,showed,0.43942731618881226,showed,0.49427956342697144,in,0.48761457204818726,showed,0.5114531517028809,showed,0.4834967255592346,showed,0.43942731618881226,showed,0.4286816716194153
1577,hitting,fluent,0.4815184772014618,english,0.49099844694137573,Mandarin,0.436693012714386,Engish,0.43521031737327576,Engish,0.5086090564727783,fluent,0.4815184772014618,fluent,0.45364701747894287
1578,hold,####-####,0.5463171005249023,####-####,0.6025110483169556,####-####,0.5571776628494263,####-####,0.5562032461166382,####-####,0.6463819742202759,####-####,0.5463171005249023,####-####,0.5613113045692444
1579,holding,whom,0.4414650499820709,intersted,0.4668433964252472,elsewhere,0.412418007850647,before,0.441140353679657,keenly_interested,0.5214877128601074,whom,0.4414650499820709,who,0.42759379744529724
1580,holds,whom,0.4419592022895813,materials,0.5141977071762085,materials,0.4662107229232788,subsequently,0.4715604782104492,materials,0.5286160707473755,whom,0.4419592022895813,materials,0.3990910053253174
1581,hole,whom,0.4435321092605591,penultimate_paragraph,0.4562283754348755,in,0.39136457443237305,subsequently,0.4029292166233063,http://www.washingtonpost.com/wp-dyn/content/article/####/,0.4709629416465759,whom,0.4435321092605591,who,0.3885549008846283
1582,holiday,specialists,0.5182700157165527,specialists,0.5198315382003784,specialists,0.5166091918945312,specialists,0.4653814435005188,specialists,0.5472168922424316,specialists,0.5182700157165527,specialists,0.5282543897628784
1583,home,whom,0.39880016446113586,Monsanto_Kimbrell,0.3882220387458801,in,0.4250233769416809,then,0.4050282835960388,Markus_Reinke,0.41720783710479736,whom,0.39880016446113586,who,0.4065423011779785
1584,homes,whom,0.5079718828201294,answers,0.5870342254638672,answers,0.48823314905166626,answers,0.4648580253124237,answers,0.6536672115325928,whom,0.5079718828201294,answers,0.46660682559013367
1585,honor,R,0.40938258171081543,R,0.4838578999042511,R,0.41774117946624756,R,0.4121987819671631,R,0.46490350365638733,R,0.40938258171081543,R,0.40168166160583496
1586,hope,Geroge,0.4833675026893616,Geroge,0.4827044606208801,Geroge,0.37856656312942505,Geroge,0.4452611804008484,Geroge,0.4789823889732361,Geroge,0.4833675026893616,Geroge,0.4823497533798218
1587,hoped,typically,0.6028832793235779,typically,0.6448370218276978,typically,0.6286728382110596,typically,0.6408902406692505,typically,0.6954761147499084,typically,0.6028832793235779,typically,0.5862820744514465
1588,hopes,waiting,0.49670833349227905,waiting,0.5344253182411194,waiting,0.5353370904922485,until,0.5281386375427246,waiting,0.5670084357261658,waiting,0.49670833349227905,waited,0.47983959317207336
1589,hoping,whom,0.4705964922904968,speak,0.47432076930999756,speaking,0.46804332733154297,chatted,0.41733431816101074,speaking,0.536200225353241,whom,0.4705964922904968,interviewed,0.4785505533218384
1590,hospital,Williams,0.47038450837135315,Gray,0.4957656264305115,Williams,0.4550258219242096,Williams,0.4864348769187927,Williams,0.547896683216095,Williams,0.47038450837135315,who,0.47684937715530396
1591,hospitals,law,0.4776991605758667,statutes,0.5255979299545288,law,0.46802595257759094,law,0.49211385846138,statutes,0.5820006132125854,law,0.4776991605758667,law,0.44926485419273376
1592,host,requests,0.4912595748901367,requests,0.567119836807251,requests,0.4720768332481384,requests,0.49502885341644287,requests,0.5626994371414185,requests,0.4912595748901367,requests,0.5058797597885132
1593,hot,whom,0.44900476932525635,unit,0.4318719208240509,unit,0.4633817672729492,subsequently,0.43954920768737793,unit,0.46131467819213867,whom,0.44900476932525635,Units,0.4249546527862549
1594,hotel,loans,0.5057480335235596,loans,0.541583240032196,loans,0.4932575821876526,loans,0.508622407913208,loans,0.5943453311920166,loans,0.5057480335235596,loans,0.48640191555023193
1595,hour,whom,0.49184784293174744,specifically,0.4258243441581726,elsewhere,0.44359004497528076,subsequently,0.49383240938186646,specific,0.4767408072948456,whom,0.49184784293174744,indirectly,0.47892922163009644
1596,hours,unions,0.4842190742492676,unions,0.5391336679458618,unions,0.46682167053222656,unions,0.4982535243034363,unions,0.5680339336395264,unions,0.4842190742492676,unions,0.5027033090591431
1597,house,whom,0.5001590251922607,specific,0.5523949861526489,specific,0.5125161409378052,specific,0.4517406225204468,specific,0.6196383833885193,whom,0.5001590251922607,who,0.4582357406616211
1598,houses,semipro_baseball,0.4499918222427368,Baseball,0.5228359699249268,sandlot_baseball,0.4661445617675781,Baseball,0.46828579902648926,Baseball,0.5422020554542542,semipro_baseball,0.4499918222427368,major_leaguers,0.46128541231155396
1599,housing,loan,0.48816078901290894,loan,0.5894954204559326,loan,0.5053918957710266,loan,0.5631871223449707,loan,0.5927367210388184,loan,0.48816078901290894,loan,0.4584076702594757
1600,how,whom,0.4089844822883606,Pre,0.41254723072052,Pre,0.42616939544677734,before,0.4768027365207672,Pre,0.46039918065071106,whom,0.4089844822883606,Pre,0.3981517553329468
1601,however,whom,0.4912590980529785,Born,0.46268320083618164,Born,0.5098940134048462,Born,0.48756343126296997,Born,0.49020689725875854,whom,0.4912590980529785,who,0.4888230860233307
1602,huge,Affected,0.4938293993473053,impacted,0.5522983074188232,impacted,0.5359084010124207,impacted,0.48622921109199524,impacted,0.5814445614814758,Affected,0.4938293993473053,Affected,0.4842882454395294
1603,human,patiently_waiting,0.507908821105957,waited,0.5497776865959167,waiting_patiently,0.4812264144420624,waited,0.536861002445221,wait,0.5716018676757812,patiently_waiting,0.507908821105957,patiently_waiting,0.48724836111068726
1604,human_rights,uncomplicated,0.4204072058200836,straightforward,0.5047067403793335,straightforward,0.41008952260017395,straightforward,0.41242146492004395,straightforward,0.5496147871017456,uncomplicated,0.4204072058200836,uncomplicated,0.4143522381782532
1605,hundreds,whom,0.4542885422706604,CONTACT_Marcie,0.4243900775909424,in,0.38124680519104004,Elliott,0.3984343409538269,Elliott,0.4549456834793091,whom,0.4542885422706604,who,0.469603955745697
1606,hurt,picking,0.4596168100833893,picking,0.480747252702713,picking,0.4510481655597687,picking,0.48156893253326416,picking,0.5419369339942932,picking,0.4596168100833893,who,0.45931121706962585
1607,husband,Tucson,0.4647655189037323,Tucson,0.5016229152679443,Tucson,0.4648078382015228,Tucson,0.4697750210762024,Tucson,0.5530400276184082,Tucson,0.4647655189037323,Tucson,0.44063907861709595
1608,iPhone,face,0.46847429871559143,facing,0.5068652033805847,face,0.5094634294509888,face,0.543569028377533,face,0.5799559354782104,face,0.46847429871559143,face,0.46367117762565613
1609,ice,Ukrainian,0.5055359601974487,Ukrainian,0.5257124900817871,Moscow,0.49249914288520813,Ukrainian,0.5027909874916077,Ukrainian,0.5711888670921326,Ukrainian,0.5055359601974487,Ukrainian,0.48637881875038147
1610,idea,whom,0.5439801216125488,name,0.5439187288284302,name,0.4437335729598999,name,0.449141263961792,name,0.5389055013656616,whom,0.5439801216125488,who,0.4539455771446228
1611,ideas,European_Union,0.5638531446456909,European_Union,0.6224359273910522,European_Union,0.5610665082931519,European_Union,0.5695284605026245,European_Union,0.652470588684082,European_Union,0.5638531446456909,European_Union,0.545167088508606
1612,identified,whom,0.4968542754650116,Generation,0.4390913248062134,in,0.3844372630119324,When,0.36106789112091064,gen,0.44957977533340454,whom,0.4968542754650116,who,0.42856311798095703
1613,identify,whom,0.4602201581001282,responsibilty,0.5843833684921265,responsiblity,0.4404768943786621,reponsibility,0.4589191675186157,responsiblity,0.6062394380569458,whom,0.4602201581001282,responsibilities,0.4484180808067322
1614,if,Combined,0.40998080372810364,Combined,0.4367223381996155,Combined,0.4687727093696594,Combined,0.4448194205760956,Combined,0.4741181433200836,Combined,0.40998080372810364,Combined,0.44337064027786255
1615,illegal,whom,0.480825811624527,audiences,0.5307724475860596,audiences,0.48232579231262207,audiences,0.48718947172164917,audiences,0.5812627673149109,whom,0.480825811624527,audiences,0.47271108627319336
1616,image,injured,0.45761817693710327,hurting,0.5440388917922974,hurting,0.45556139945983887,after,0.45472514629364014,hurting,0.5664472579956055,injured,0.45761817693710327,who,0.47765791416168213
1617,images,appeared,0.4625314772129059,appeared,0.49845990538597107,appeared,0.4673059284687042,appeared,0.48875799775123596,might,0.5017279386520386,appeared,0.4625314772129059,appeared,0.4476591944694519
1618,immediate,yellow,0.4584774971008301,yellow,0.5340561866760254,yellow,0.492184579372406,yellow,0.5120731592178345,yellow,0.5653678774833679,yellow,0.4584774971008301,yellow,0.44283193349838257
1619,immediately,revenue,0.5137381553649902,revenue,0.6262122392654419,revenue,0.5846436023712158,revenue,0.5669869184494019,revenue,0.6836574077606201,revenue,0.5137381553649902,revenue,0.5131517648696899
1620,impact,candidates,0.5085746645927429,candidates,0.5584896802902222,candidates,0.502159059047699,candidates,0.49201667308807373,candidates,0.575616717338562,candidates,0.5085746645927429,candidates,0.5443854928016663
1621,importance,whom,0.4828830361366272,under,0.47628095746040344,under,0.5085834264755249,Subsequently,0.5041541457176208,under,0.5039232969284058,whom,0.4828830361366272,Subsequently,0.4462185204029083
1622,important,ranking,0.4837052822113037,ranking,0.5341930985450745,rankings,0.4618340730667114,rankings,0.4484974145889282,rankings,0.5227712392807007,ranking,0.4837052822113037,ranking,0.4526488780975342
1623,impressive,whom,0.4561273455619812,metropolises,0.48454704880714417,metropolises,0.4887819290161133,metropolitan_areas,0.4236515760421753,metropolises,0.5079147815704346,whom,0.4561273455619812,metropolises,0.43198370933532715
1624,improve,whom,0.5035942196846008,where,0.46397143602371216,elsewhere,0.5260102152824402,where,0.5112191438674927,where,0.5448237657546997,whom,0.5035942196846008,who,0.4660590589046478
1625,improved,rulings,0.4372372329235077,rulings,0.4777999520301819,rulings,0.4317206144332886,verdict,0.43866702914237976,rulings,0.5298880338668823,rulings,0.4372372329235077,who,0.42951932549476624
1626,improvement,whom,0.384035587310791,Greener,0.40671029686927795,Greener,0.3696749806404114,after,0.3887980580329895,Greener,0.44937407970428467,whom,0.384035587310791,who,0.3979300260543823
1627,improvements,whom,0.4778587222099304,explain,0.5281091928482056,speaking,0.42719516158103943,before,0.39862093329429626,speaking,0.4886256754398346,whom,0.4778587222099304,who,0.4615050256252289
1628,improving,strikes,0.4429548382759094,stike,0.4765526354312897,strikes,0.43371930718421936,strikes,0.48170483112335205,strikes,0.5212948322296143,strikes,0.4429548382759094,crossed_picket_lines,0.4247066080570221
1629,in,whom,0.452093243598938,Documents,0.5227781534194946,Documents,0.4899628460407257,affadavits,0.44903260469436646,Documents,0.5842549204826355,whom,0.452093243598938,affidavits,0.4672876298427582
1630,in.,CardPlayer_Player,0.44467076659202576,Month,0.4154495298862457,CardPlayer_Player,0.3649226129055023,after,0.39562365412712097,SCIAC_Player,0.4220713973045349,CardPlayer_Player,0.44467076659202576,CardPlayer_Player,0.409323513507843
1631,incident,often,0.5809969902038574,often,0.6272649765014648,often,0.5989826917648315,often,0.6267297267913818,often,0.6576821804046631,often,0.5809969902038574,often,0.559589684009552
1632,include,whom,0.4456765055656433,e_mail_robert.king_@,0.37290623784065247,Runnymeade,0.37155669927597046,Harold_Muxlow,0.38245654106140137,Jackson,0.4057449698448181,whom,0.4456765055656433,who,0.4050636887550354
1633,included,whom,0.4903841018676758,season,0.45083677768707275,in,0.38894718885421753,season,0.46991533041000366,season,0.5159549713134766,whom,0.4903841018676758,who,0.4636474549770355
1634,includes,whom,0.4093262851238251,subsequently,0.40418335795402527,in,0.43169665336608887,subsequently,0.5024271607398987,directly,0.43488243222236633,whom,0.4093262851238251,Thereafter,0.38564425706863403
1635,including,carrying,0.475574791431427,carrying,0.4831387996673584,carrying,0.4584020972251892,carrying,0.4957287013530731,carrying,0.5074114799499512,carrying,0.475574791431427,carrying,0.4440805912017822
1636,income,girls,0.5175113677978516,girls,0.6086967587471008,girls,0.5593959093093872,girls,0.5410134792327881,girls,0.6328626275062561,girls,0.5175113677978516,girls,0.5192766189575195
1637,increase,faced,0.4955505132675171,faced,0.5188628435134888,faced,0.48564401268959045,faced,0.5349159240722656,faced,0.5627762079238892,faced,0.4955505132675171,faced,0.5104500651359558
1638,increased,whom,0.47123658657073975,learn,0.4443191885948181,learn,0.4087262749671936,had,0.41459766030311584,learn,0.5113683938980103,whom,0.47123658657073975,befriended,0.43505191802978516
1639,increases,Hotel,0.4710862934589386,hotels,0.5471524000167847,Hotel,0.5314702987670898,Hotel,0.49227243661880493,hotels,0.5529050827026367,Hotel,0.4710862934589386,Hotel,0.4800984859466553
1640,increasing,whom,0.40407416224479675,produce,0.4913591742515564,producing,0.45321834087371826,produce,0.4289305508136749,produce,0.5109951496124268,whom,0.40407416224479675,Produced,0.39458104968070984
1641,increasingly,Google_nasdaq_GOOG,0.4838910698890686,Google_Nasdaq_GOOG,0.57195645570755,Google_Nasdaq_GOOG,0.4956952929496765,Google_Nasdaq_GOOG,0.5253721475601196,Google_GOOG,0.5877191424369812,Google_nasdaq_GOOG,0.4838910698890686,Google_GOOG,0.48055675625801086
1642,independent,whom,0.45509475469589233,noticing,0.4456970989704132,in,0.4794672131538391,saw,0.47702711820602417,see,0.4953523874282837,whom,0.45509475469589233,who,0.4700944423675537
1643,index,seats,0.49676284193992615,seats,0.5317510366439819,seats,0.4995785653591156,seats,0.5022820234298706,seats,0.5833079218864441,seats,0.49676284193992615,seats,0.5099701881408691
